리뷰,평점
"필러면 필러, 보톡스면 보톡스 시술 별로 카테고리가 있었으면 찾기 훨씬 수월해질 것 같네요. 시술도 뒤죽박죽 병원도 뒤죽박죽 너무 복잡하고 찾기 어려워요. 상담 신청하고 전화말고 문자 받는 옵션도 있었으면 좋겠어요. 눈뜨면 일하고 퇴근하면 자야하는데 모르는 번호로 전화오니까 모르고 안받게되요. 광고도 살짝 과장있어요 실제로 예약하고 다녀왔는데 하루만에 일상생활 가능하다면서, 10분이면 시술 끝이라고 광고는 해놓고 붓기는 일주일넘게가고 개인차라고 하고, 시술시간은 상담포함(예약했음에도 불구하고 대기시간이 길었음 이벤트하는 병원 다섯군데정도 시술받아봤는데 대부분 이래요.) 2시간 정도 걸렸어요. 저는 시술 후 바로 출근해야 했던 사람으로서 스케줄 꼬이고 괜히 시간이 빠듯해져서 좀 별로였어요",4
"별하나도 아깝다. 무한로딩, 접속자폭주, 마스크수량 틀림.ㅋ 하나도 되는것이 없음. 아예 별 안주는 방법이 있으면, 그걸 택했을듯. 바로 삭제한다!",1
알람된다고해서 받았는데 로그인하라해서 로그인했는데 계속 로그인하라고 나오고 업데이트만 계속 하라고 나온다 ㅡ.ㅡ 알람은 영원히 못받을듯. 마스크 정보는 네이버앱에서도 알려주니 굳이 설치할 필요없음,1
타어플 써보니까 굿닥이 제일 낫네요. 알림기능도있고 광고도없고. 확진자동선 없어져서 별점뺀다느니 정부데이터 받아서 표시하는건데 굿닥이 정확하지 않느니 엄한소리 하는 애들도 보이고 참.. 고생 많으십니다,5
대기 순서 볼수 없음. 예약하고 카톡에 순번 확인하려면 앱 깔도록 뜨길래 앱 설치하고 가입하고 번호 인증까지 다 했지만 진료 대기 순서는 어디에도 안나옴. 카톡메시지의 링크를 눌러 바로 가기 시도해도 연결 안됨.,1
최악이다... 본인인증을 하는데 자꾸 올바른을 하란다. 올바르게 넣었는데 멀계속 올바른을 넣으라는지... 인증시스템이 안되면 그냥 하질 말어... 인증도 못하는데 어떻게 이용하니.... 이용자 실수 없다. 백만번도 넘게 해봤으니,1
너무 이상해요~ 예약도 계속 확인중으로 뜨다가 2틀뒤에 예약실패라고 뜨고 점검좀 하세요~ 병원에선 이앱으로 예약 하라고 하는데 뭐가 되야말이죠.. 앱 지웠다가 다시 깔아도 마찬가지에요~,1
마이페이지에서 알림설정 모두 꺼놔도 자꾸 굿닥에서 잡다한 알림이 와요.. 앱이 제대로 실행되지 않는건지 확인 부탁드립니다.,4
동네의원 접수하려면 무조건 입력하라고 해서 하긴했는데 멋대로 카톡으로 진료날짜와 진료기록 조회가 되던데 왜 동의자 허락안핟고 멋대로 보내는거냐 동의 필수항목에있다 손치더라도 개인 민감사항인데 인증한번없이 막 보내니~ 누굴 위한 시스템인지 개인정보 삭제를 원할경우 완전히 삭제되냐? 그리고 굿닥회사 없어지면 데이타들 딴곳으로 이전될꺼아냐 정말 개인정보 너무 쉽게생각한다,1
마스크 알림 어플 중 이게 제일 보기 편하고 좋은거 같아요. 다른어플도 깔아봤는데 로딩 넘 느려서 바로 삭제하고 이걸로 다시켰어요.,5
굿닥 덕분에 헤매지 않는 요즘이라 감사 드립니다. 한 가지 말씀 드릴 것은 병원약국 터치하면 상단에 약국으로 보통 고정되어 있는데 밑에는 병원 목록으로 되어 있고 들어가면 약국 목록이 나옵니다.,4
진짜... 고마워요ㅜㅠ 주말저녁인데 감기때문에 내일일정에 지장이 가게 생겼는데 다른어플은 다 내일아침에 된다는데 이건 바로 진료봐줘서 진짜 살았어요... 앱통화에 목소리가 안들리고 잘안된다는 단점이 있지만 그래도 다시 핸드폰으로 전화가 오니까 그건 괜찮아요 진짜 의사선생님도 감사합니다ㅠㅠ,5
오류너무심해요 너무너무너무 불편함 다니는병원에서 하필 굿닥써서 어쩔수없이 사용하는데 지방사는데 계속 서울중구로 뜨고 본인인증도 안되고 예약도못하고있고 어플나가기 버튼도 계속눌러도 안되고 되는게없네요 다 안되네요 개선한다고 되어있는데 언제 개선되나요? 개선 되기는하나요??,1
병원약국에 관심없이 살았는데 이번 코로나19 이후로 좀더 건강 병원관련 정보에 관심갖게 됩니다. 앞으로 이런 일이 있음 안되겠지만 만일에 대비해 유용한 앱이라고 생각돼요! 사명을 갖고 앱 보수유지 해주시길 소망합니다! 화이팅!,5
너무 좋아요👍 마스크 살려고 약국 가면 다 팔려서 너무 힘들었는데 이제 확인만 하고 가면 힘들 필요가 없네요^^ 제가 앱을 깔면 게정이 없어서 많이 삭제했는데 이건 게정없이도 할 수 있어서 더 좋은거 같아요💜 별 1000000개 드리고 싶어요 카톡도 게정 땜에 못깔고 케시슬라이드도 게정 땜에 못깔고 근데 이건 게정 없이도 할수 있어서 더 좋네요♥ 마스크도 편리하게 사고 무엇보다 게정 없어도 되서 더 좋네요~ 굿닥이 인기앱 1위에 올랐으면 합니당~ 좋아요~ 얼른 설치하세요^^,5
여기서 광고한 한의원에서 매선 시술받고 몇 달을 고생중입니다. 문제있는 병원은 걸러서 광고 못하게 해주세요.. 그리고 과장광고도 엄청나요ㅠ 어플 탓은 아니겟지만 병원 필터링 좀 해주세요 처음엔 문제없을거라더니 문제생기니 제 체질탓이라고 돌리는데... 정말 어처구니없는 상황의 연속입니다. 문제있고 허위과장광고하는 병원들 광고못하게 해주세요...,3
"위급할때 진료가능 병원을 볼수있어서 좋네요 위치라던지 진료시간 알수있어서 유용합니다. 이벤트는 서울 강남권 위주여서 접근의 어려움이있고, 앱 자체가 뷰티 관련만 광고하는거 같아요.",5
마스크때문에 설치했는데 아주 우용하게 잘 사용하고있습니다. 어플덕분에 수월하게 구매하고있고요. 영업중인 약국과 병원을 표시해줘서 편리합니다. 좋은 어플 만들어주셔서 감사합니다.,5
병원 이벤트들이 많아서 이용하기 좋습니다! 시술 검색하면 여러병원들의 이벤트가 나와서 비교하기도 좋고 선택하는데 많은 도움이 되고 있네요~ 앞으로도 꾸준히 잘 이용할 수 있을것 같네요!,5
마스크스캐너를 누를때마다 나타나는 공지사항은 왜 닫기버튼이나 더 이상 안보기같은 버튼이 없고 강제로 확진자동선보기로 연결이 되는걸까요?,1
"아진짜 어플 렉때문에 뭘 하기가 어렵네요;; 와이파이때문인가싶어 데이터로했는데도 똑같고 다른어플,인터넷 다 잘되는데 이것만 겁나안됌",1
약을 어떻게 받을지 선택하는거에서 퀵으로 받을때 취소가 안된다는 안내하나만 있었어도 이렇게 짜증나진 않았을것 같네요. 퀵비 안내도 없고 약받는 방법을 변경하려고 해도 고객센터에 전화하라고 하고 고객센터는 영업종료라니 주말에 비대면진료받는 경우는 어쩌라고요???? 변경이 안될거라는걸 알았다면 퀵따위 신청하지 않고 직접받으러 갔을거예요. 최소한 안내정도는 해야되는거 아니냐구요. 그거 한마디 적어두는게 그렇게 어렵습니까???,1
진료까지는 아주 쉽습니다만 문제는 약을 받을 때 입니다. 직접 수령하기 위해 약국에 팩스를 보냈지만 수도권외의 약국에서는 팩스가 앱 회사측에서 보낸거라 제대로 병원에서 보낸건디 확실하지 않기에 약을 내어줄 수 없다는 소리를 3번 듣고 그냥 시중에서 구할 수 있는 일반약을 샀습니다. 개인적으로 앱을 써서 비대면 진료 나쁘지 않다고 생각합니다만 급히 약이 필요하신분은 사용을 권하지 않습니다.,1
소아과 진료 조금만 더 편해지면 좋을거같아요~ 애 데리고 병원가려면 씻기고 옷입히고 머리 묶고 정말 힘든데 비대면진료하면 내복바람으로도 진료볼수 있어서 좋아요(약간 민망하지만)~ 애기 진료 보는 법만 조금 더 편하게 만들어 주시면 맘카페에 알려주고 싶네요!!!!,4
확진자 동선 보기가 없어졌어요ㅠㅠ 아무래도 일반 상인들에게 피해가 가기 때문인가보네요 ... 진짜 너무 아쉬운 기능입니다 아예 낯선지역을 가야할때 이 곳은 일단 사람이 붐비는 곳이구나 이런걸 알수있었거든요. 별 다섯개.. 드리고싶은데 아쉬워서 네개 ..주려다 무슨 죄가 있나싶어서 다섯개 감사합니다,5
확진자동선안내 등등 이런 대단한 어플들을 바로바로 만들어내주는 당신들 같은 분들 덕분에...진짜로 감사합니다 난 진짜 개판인 외국에 있는 것보다 지금 내가 한국에 있다는 게 감사해요 저희 다같이 코로나 좀만 더 견뎌봐요!! (신천지뒤져),5
"집 와서 와이파이로는 검색되고, 밖에 나가서 LTE 로는 이용자수 많다고 검색 안되는 대단한 능력에 감탄이 나오네요",1
가장 기본적인 기능인 검색부터 불편함. 장소 설정하고 병원보다가 뒤로가기하면 장소 설정해놨던거 초기화;;;; 그러면 다시 장소설정하고 검색해야함... 너무 불편. 병원리뷰 볼려고 깔았는데 리뷰 비교하면서 병원찾기가 너무너무 불편함,1
back key 자체를 막은 앱은 처음보네요 앱 종료는 어찌하라고 back key를 막으셧나요? 백그라운드 내리고 한참있다가 올리면 앱종료.. 무조건 종료.. 두번 앱 눌러야 처음실행 500만이상 앱중에 이정도 퀄 안나오는것도 처음보네요,1
거리 상관없이 바로 진료받을 수 있어서 좋았습니다. 코로나때문에 사람 많아져서 처음보다 진료받기 어려워지긴 했는데 저는 좋았어요. 코로나 잠잠해지면 더 편하게 쓸수있을듯,5
"코로나백신 접종이 시작되면 개개인의 접종여부를 인증할수있는 기능이 들어가면 좋을것같습니다. 출입국또는 공공기관 출입, 공연출입 등등 백신접종여부를 쉽게 확인할수 있는 기능이 있으면 유용할듯싶습니다",5
잘 사용하고 있었는데 어제서부터 계속 들어가려고 하면 굿닥 앱을 중지하였습니다라고 뜨고 앱에 들어갈수가 없어요 왜 이러는거죠?짜증나 미치겠네요 갑자기 왜 이러는거에요?삭제 했다가 다시 앱깔고 들어가면 동의하라고선 동의하고 들어가면 굿닥 앱을 중지하였습니다 계속 뜨고 아예 앱자체 들갈수가 없으니 참 볼것도 있고 하는데 짜증나 이거 어디가 잘못된건가요?글구자체가 잘못된거야 모야!,2
대체 개인정보확인은 몇번을 하는건가요? 예약하려면 열에아홉은 첫 진료이신가요?라고 묻네요. 업데이트시 수정 부탁드립니다.,3
좋은앱입니다. 병원리뷰가 많이 등록되면 좋겠습니다. 그리고 마스크알림을 5부제이기때문에 요일별설정 (가족꺼까지 챙겨야하니 중복설정가능) 가능하면 훨씬편리하게 이용가능할것 같아요.,5
코로나 전화진료 병원 알려줘서 좋음. 비대면진료 접수했는데 매칭이 자꾸 실패했는데 병원찾기에 코로나 전화진료 병원으로 하니까 바로 전화도 받아주고 좋았습니다. 비대면진료 실패한 분은 전화진료 해보세요. 이게 더 빠를수있음,5
ㅋㅋㅋㄲㅋㄲ인천에서 진료받았는데 서울에서 약 배달이 오면 걍 제가 가는게 빠르겠죠ㅋㅋㅋ 장난하나;;;ㅋㅋㅋㅋ 배달이 진행상황도 안나오고 얼마나기다려야되는지 모르고 한없어 기다려요 배송신청했는데 너무 오래걸려서 취소하고싶어도 취소하기가없어요,1
굿닥-1000만이 선택한어플 병원예약도 편리하게 할수있고 비대면으로 전화통화나 영상통화로 진료를 볼수있어서 너무 좋은거같아요 코로나때 너무 아팠을때... 병원을 알아볼수있어서 좋았던 감사합니다🤒,3
코로나 전화진료 병원 알려줘서 좋음. 비대면진료 접수했는데 매칭이 자꾸 실패했는데 병원찾기에 코로나 전화진료 병원으로 하니까 바로 전화도 받아주고 좋았습니다. 비대면진료 실패한 분은 전화진료 해보세요. 이게 더 빠를수있음,5
좋은 거같아요~ 앱도 있고 병원에도 깔려있네요. 주말에 진료하는 병원 찾을 때 좋습니다. 후기가 많아서 너무 좋은 것 같습니다. 다병원 찾을 때도 후기 있는 병원 우선으로 나오면 좋겠어요 최근에 동네 병원 갔는데 굿닥이 설치되어있더라고요 대기시간 알려줘서 좋앗어요 어플에서도 예약되면 좋겠네요,5
